0a. Has committed ESBs?,1a. State,1b. Local Education Agency (LEA) or entity name,1c. LEA ID,1d. Street address 1,1e. Street address 2,1f. City,1g. State,1h. ZIP code,1i. Website,1j. Has LEA ID?,1k. LEA type (number),1l. LEA type (name),1m. Supervisory union LEA ID,1n. Locale (full number),1o. Locale broad type (number),1p. Locale broad type (name),1q. Census Region,1r. Census Division,1s. Latitude,1t. Longitude ,2a. Total number of buses,2b. Contractor used for some or all of buses?,3a. Number of ESBs committed ,3b. Number of delivered or operating ESBs,3c. Number of ESBs awarded,3d. Number of ESBs ordered,3e. Number of ESBs delivered,3f. Number of ESBs operating,3g. Number of batches,3h. Size of batch 1,3h. Size of batch 2,3h. Size of batch 3,3h. Size of batch 4,3h. Size of batch 5,3i. Percent of fleet that is electric,3j. Government agency involved (non-funding),3k. Utility/energy company involved 1,3k. Utility/energy company involved 2,3k. Utility/energy company involved 3,3l. Other groups involved 1,3l. Other groups involved 2,3l. Other groups involved 3,3m. Other notes,4a. Tribal school district?,4b. Number of students in district,4c. Number of schools in district,4d. Percentage of schools in district that are Title I schoolwide eligible,4e. Percentage of students in district eligible for free or reduced price lunch,4f. Median household income,4g. Percent of population below the poverty level,4h. Percent one race: White ,4i. Percent race alone or multiracial: White,4j. Percent one race: Black or African American ,4k. Percent race alone or multiracial: Black or African American,4l. Percent one race: American Indian and Alaska Native ,4m. Percent race alone or multiracial: American Indian and Alaska Native,4n. Percent one race: Asian ,4o. Percent race alone or multiracial: Asian,4p. Percent one race: Native Hawaiian and Other Pacific Islander ,4q. Percent race alone or multiracial: Native Hawaiian and Other Pacific Islander,4r. Percent one race: some other race ,4s. Percent race alone or multiracial: Some other race,4t. Percent two or more races,4u. Percent Hispanic or Latino (of any race) ,5a. EPA Region,5b. Percent non-white and/or Hispanic,5c. Quartile: percent non-white and/or Hispanic,5d. Percent low-income (200% of federal poverty level),5e. Quartile: percent low-income,5f. PM2.5 concentration,5g. Quartile: PM2.5 concentration,5h. Ozone concentration,5i. Quartile: ozone concentration,5j. Percent of school children with a disability,5k. Quartile: percent of school children with a disability,5l. Average rate of asthma among adults aged 18 and older,5m. Quartile: average rate of asthma,5n. Qualified for American Rescue Plan funding? ,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,5p. EPA 2023 Clean School Bus Grant & Rebate Programs prioritized school district?,5q. WRI Priority Outreach District (POD)?,6a. Has any expression of interest in ESBs?,6b. ARP 2021 waitlist position,6c. DERA school bus rebates 2020 waitlist position,6d. DERA school bus rebates 2021 waitlist position,6e. Applied for ESB funding but not awarded
no,ARKANSAS,WYNNE SCHOOL DISTRICT,514430,1300 N FALLS BLVD,,WYNNE,AR,72396.0,http://wynne.k12.ar.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,West South Central,35.232,-90.7783,39.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2484.0,4.0,1.0,0.6107085346215781,46102.0,0.18,0.7,0.7979999999999999,0.196,0.213,0.003,0.00213,0.0,0.0,0.0,0.001,0.0,0.016,0.10099999999999999,0.026000000000000002,6.0,0.274205116,3.0,0.425531915,4.0,8.357357131,3.0,58.80806236,2.0,0.08900000000000001,4.0,0.10606901950259401,4.0,Yes,Yes,Yes,False,1.0,,,,
no,ARKANSAS,YELLVILLE-SUMMIT SCHOOL DIST.,514490,1124 N PANTHER AVE,,YELLVILLE,AR,72687.0,http://yspanthers.k12.ar.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,West South Central,36.239187,-92.690142,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1000.0,3.0,1.0,0.975,45118.0,0.174,0.9540000000000001,0.978,0.019,0.022000000000000002,0.0,0.00022000000000000003,0.002,0.002,0.0,0.0,0.001,0.011000000000000001,0.024,0.023,6.0,0.075872378,1.0,0.472243699,4.0,7.643422933,3.0,55.60719838,1.0,0.04,2.0,0.101515448552593,3.0,No,Yes,Yes,False,1.0,,,,
no,CALIFORNIA,Acton-Agua Dulce Unified,600001,32248 N. Crown Valley Rd.,,Acton,CA,93510.0,http://www.aadusd.k12.ca.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,West,Pacific,34.472708,-118.196768,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1002.0,3.0,0.0,0.6157684630738522,104577.0,0.09,0.782,0.833,0.009000000000000001,0.016,0.015,0.00016,0.027000000000000003,0.039,0.0,0.0,0.11199999999999999,0.142,0.054000000000000006,0.28800000000000003,9.0,0.484252258,4.0,0.181411056,1.0,7.023318316,2.0,80.88635722,4.0,0.055,3.0,0.0777971241012816,1.0,No,No,No,False,1.0,,,,2022 CSBP rebate; 2023 CSBP grant
no,CALIFORNIA,California School for the Blind (State Special Schl),600002,500 Walnut Ave.,,Fremont,CA,94536.0,http://www.csb-cde.ca.gov,Yes,5.0,State operated agency,,21.0,2,Suburban,West,Pacific,37.561797,-121.96549,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,55.0,1.0,0.0,0.2909090909090909,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,Yes,No,No,False,1.0,,,,
no,CALIFORNIA,California School for the Deaf-Fremont (State Special Schl),600003,39350 Gallaudet Dr.,,Fremont,CA,94538.0,http://www.csdeagles.com,Yes,5.0,State operated agency,,21.0,2,Suburban,West,Pacific,37.559764,-121.963353,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,294.0,1.0,0.0,0.9897959183673469,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
no,CALIFORNIA,Ross Valley Elementary,600006,110 Shaw Dr.,,San Anselmo,CA,94960.0,http://www.rossvalleyschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,West,Pacific,37.98231,-122.562248,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1724.0,5.0,0.0,0.10034802784222738,136488.0,0.057999999999999996,0.862,0.9159999999999999,0.012,0.024,0.002,0.00024,0.044000000000000004,0.073,0.002,0.006,0.019,0.036000000000000004,0.057999999999999996,0.076,9.0,0.19388065,3.0,0.114263299,1.0,6.703059165,2.0,51.35819781,1.0,0.024,1.0,0.0854709968830894,1.0,No,No,No,False,1.0,,,,2023 CSBP grant
no,CALIFORNIA,CA Sch for the Deaf-Riverside (State Special Schl),600007,3044 Horace St.,,Riverside,CA,92506.0,http://www.csdr-cde.ca.gov,Yes,5.0,State operated agency,,11.0,1,Urban,West,Pacific,33.944558,-117.381366,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,293.0,1.0,0.0,0.3822525597269625,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
no,CALIFORNIA,Cuyama Joint Unified,600009,2300 Highway 166,,Cuyama,CA,91901.0,http://www.cuyamaunified.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,West,Pacific,34.93224,-119.609234,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,182.0,3.0,0.0,0.7857142857142857,46458.0,0.135,0.8059999999999999,0.828,0.0,0.0,0.005,0.0,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.12300000000000001,0.124,0.023,0.439,9.0,0.595881353,4.0,0.273568865,2.0,5.177361816,1.0,64.07923773,4.0,,,0.095,2.0,Yes,Yes,Yes,False,1.0,,,,
no,CALIFORNIA,Fort Sage Unified,600011,100 DS Hall St.,,Herlong,CA,96113.0,,Yes,1.0,Regular public school district that is not a component of a supervisory union,,33.0,3,Town,West,Pacific,40.141423,-120.135161,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,248.0,4.0,0.0,0.717741935483871,50104.0,0.278,0.7290000000000001,0.779,0.145,0.171,0.039,0.0017100000000000001,0.006999999999999999,0.02,0.001,0.004,0.022000000000000002,0.04,0.057999999999999996,0.18100000000000002,9.0,0.376678073,4.0,0.354566991,4.0,5.230078575,1.0,58.78392,2.0,,,0.09699999999999999,2.0,No,Yes,Yes,False,1.0,,,,
no,CALIFORNIA,Twin Ridges Elementary,600012,16661 Old Mill Rd.,,Nevada City,CA,95959.0,http://www.twinridgeselementary.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,West,Pacific,39.373765,-120.995434,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,94.0,2.0,0.0,0.8191489361702128,50833.0,0.235,0.91,0.941,0.021,0.028999999999999998,0.0,0.00029,0.011000000000000001,0.015,0.0,0.004,0.027000000000000003,0.045,0.031,0.124,9.0,0.162891716,3.0,0.343572241,3.0,5.194586191,1.0,63.55998352,4.0,,,0.09529536595928971,2.0,No,Yes,No,False,1.0,,,,
yes,VERMONT,Arlington School District,5001830,504 East Arlington Road,,Arlington,VT,5250.0,,Yes,2.0,Regular public school district that is a component of a supervisory union,5099905.0,42.0,4,Rural,Northeast,New England,43.065508,-73.151246,4.0,,3.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.75,,,,,,,,,No,422.0,2.0,1.0,0.3412322274881517,,,,,,,,,,,,,,,,,1.0,0.102787068,2.0,0.211594203,2.0,5.715605753,1.0,54.29469,1.0,,,,,No,Yes,No,False,1.0,,,,2022 CSBP rebate
yes,MICHIGAN,Armada Area Schools,2603240,74500 BURK ST,,ARMADA,MI,48005.0,,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,Midwest,East North Central,42.8467,-82.8833,16.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0625,,,,,,,,,No,1746.0,4.0,0.25,0.2565864833906071,86786.0,0.077,0.973,0.993,0.001,0.003,0.001,3e-05,0.003,0.015,0.001,0.001,0.0,0.001,0.02,0.006999999999999999,5.0,0.05910401,1.0,0.175212611,1.0,8.565925827,3.0,61.83937155,3.0,0.015,1.0,0.10488397790055201,4.0,No,Yes,No,False,1.0,,,,
yes,CALIFORNIA,Aromas - San Juan Unified,691136,2300 San Juan Hwy.,,San Juan Buatista,CA,95045.0,http://www.asjusd.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,West,Pacific,36.882442,-121.555826,9.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,,,,,,,,,No,993.0,3.0,0.0,0.486404833836858,104946.0,0.037000000000000005,0.754,0.867,0.006,0.034,0.002,0.00034,0.034,0.052000000000000005,0.001,0.001,0.08800000000000001,0.15,0.114,0.38,9.0,0.619818351,4.0,0.178691197,1.0,5.402089513,1.0,57.6023342,2.0,0.081,4.0,0.0899907537270791,2.0,No,Yes,No,False,1.0,,,,"Rural School Bus Pilot Project Year 2, Year 3"
no,CALIFORNIA,Upland Unified,600016,390 N. Euclid Ave.,,Upland,CA,91786.0,http://www.upland.k12.ca.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,West,Pacific,34.098227,-117.650534,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,10079.0,14.0,0.0,0.6723881337434269,85091.0,0.102,0.547,0.664,0.059000000000000004,0.081,0.01,0.0008100000000000001,0.099,0.128,0.002,0.009000000000000001,0.15,0.23,0.133,0.429,9.0,0.626348696,4.0,0.212415605,2.0,10.72489063,4.0,90.41167925,4.0,0.057,3.0,0.0894285537561853,2.0,No,No,No,False,1.0,,,,
yes,NORTH CAROLINA,Arts Based School,3700126,1380 Martin Luther King Jr Dr,,Winston-Salem,NC,27101.0,http://artsbasedschool.com/,Yes,7.0,Independent charter district,,12.0,1,Urban,South,South Atlantic,36.103848,-80.243742,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,579.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
no,CALIFORNIA,Mountain Valley Unified,600018,231 Oak Ave.,,Hayfork,CA,96041.0,http://www.mvusd.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,West,Pacific,40.551092,-123.171146,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,329.0,3.0,0.0,0.8115501519756839,37197.0,0.275,0.7929999999999999,0.853,0.017,0.052000000000000005,0.006999999999999999,0.0005200000000000001,0.022000000000000002,0.022000000000000002,0.006999999999999999,0.006999999999999999,0.09300000000000001,0.11800000000000001,0.06,0.127,9.0,0.173692781,3.0,0.475664918,4.0,4.6147665,1.0,49.86297928,1.0,,,0.0998984071484071,3.0,No,Yes,Yes,False,1.0,,,,
no,CALIFORNIA,Dublin Unified,600019,7471 Larkdale Ave.,,Dublin,CA,94568.0,http://www.dublinusd.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,West,Pacific,37.71698,-121.930801,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,12557.0,15.0,0.0,0.07915903480130604,171168.0,0.037000000000000005,0.327,0.392,0.037000000000000005,0.047,0.004,0.00047,0.53,0.578,0.004,0.01,0.022000000000000002,0.045,0.07400000000000001,0.096,9.0,0.695681129,4.0,0.072120958,1.0,7.057600357,2.0,62.18549626,4.0,0.053,3.0,0.0774200600919052,1.0,No,No,No,False,1.0,,,,
no,CALIFORNIA,Pleasanton Unified,600020,4665 Bernal Ave.,,Pleasanton,CA,94566.0,http://www.pleasantonusd.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,13.0,1,Urban,West,Pacific,37.656263,-121.875928,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,13876.0,17.0,0.0,0.07790429518593255,168042.0,0.048,0.47600000000000003,0.545,0.019,0.026000000000000002,0.006,0.00026000000000000003,0.38799999999999996,0.426,0.005,0.009000000000000001,0.033,0.065,0.07400000000000001,0.109,9.0,0.57920611,4.0,0.082651179,1.0,6.986880558,2.0,62.66642818,4.0,0.025,1.0,0.0801848488818567,1.0,Yes,No,No,False,1.0,,,,
no,CALIFORNIA,Sunol Glen Unified,600021,11601 Main St.,,Sunol,CA,94586.0,http://www.sunol.k12.ca.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,West,Pacific,37.593889,-121.885035,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,268.0,1.0,0.0,0.1044776119402985,173750.0,0.036000000000000004,0.856,0.883,0.004,0.004,0.002,4e-05,0.105,0.129,0.0,0.0,0.006,0.008,0.027000000000000003,0.049,9.0,0.550311956,4.0,0.06525682,1.0,6.865440752,2.0,63.79031426,4.0,,,0.0786394691157529,1.0,No,No,No,False,1.0,,,,
no,CALIFORNIA,Mendota Unified,600022,115 McCabe Ave.,,Mendota,CA,93640.0,http://www.musdaztecs.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,West,Pacific,36.760782,-120.388147,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3920.0,7.0,0.0,0.9775510204081632,37914.0,0.392,0.363,0.446,0.017,0.022000000000000002,0.002,0.00022000000000000003,0.003,0.01,0.0,0.006,0.527,0.612,0.08800000000000001,0.937,9.0,0.918478471,4.0,0.621239622,4.0,7.312739445,2.0,66.28573497,4.0,0.022000000000000002,1.0,0.104059133770177,3.0,No,Yes,Yes,True,1.0,6.0,,,"Rural School Bus Pilot Project Year 2, Year 3"
no,CALIFORNIA,Manhattan Beach Unified,600025,325 S. Peck Ave.,,Manhattan Beach,CA,90266.0,http://www.mbusd.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,West,Pacific,33.876653,-118.388569,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,5895.0,8.0,0.0,0.04580152671755725,169586.0,0.031,0.748,0.8270000000000001,0.005,0.006999999999999999,0.003,7e-05,0.147,0.196,0.001,0.006999999999999999,0.016,0.040999999999999995,0.08,0.076,9.0,0.287171561,3.0,0.056990305,1.0,9.814316842,4.0,57.07260497,2.0,0.03,1.0,0.0693941944847605,1.0,No,No,No,False,1.0,,,,
no,CALIFORNIA,El Tejon Unified,600026,4337 Lebec Rd.,,Lebec,CA,93243.0,http://www.el-tejon.k12.ca.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,West,Pacific,34.873258,-118.887523,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,687.0,3.0,0.0,0.7656477438136827,45719.0,0.222,0.863,0.894,0.0,0.0,0.025,0.0,0.055999999999999994,0.063,0.0,0.001,0.024,0.04,0.031,0.16399999999999998,9.0,0.398689203,4.0,0.368402898,4.0,5.842003743,1.0,70.06902407,4.0,0.105,4.0,0.107,4.0,No,Yes,Yes,False,1.0,,,8,"Rural School Bus Pilot Project Year 2, Year 3"
no,CALIFORNIA,Lake Elsinore Unified,600027,545 Chaney St.,,Lake Elsinore,CA,92530.0,http://www.leusd.k12.ca.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,West,Pacific,33.682902,-117.336264,71.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,20815.0,25.0,0.0,0.7069421090559692,82179.0,0.11599999999999999,0.5429999999999999,0.6409999999999999,0.047,0.063,0.006,0.00063,0.057,0.075,0.004,0.009000000000000001,0.23600000000000002,0.305,0.107,0.461,9.0,0.589016481,4.0,0.27420503,2.0,8.872535614,4.0,74.9172821,4.0,0.045,2.0,0.0907555935363579,2.0,Yes,No,No,False,1.0,,,,2022 CSBP rebate
no,CALIFORNIA,Temecula Valley Unified,600028,31350 Rancho Vista Rd.,,Temecula,CA,92592.0,http://www.tvusd.k12.ca.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,12.0,1,Urban,West,Pacific,33.505262,-117.11347,87.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,26538.0,29.0,0.0,0.2666365212148617,108126.0,0.07200000000000001,0.614,0.7190000000000001,0.044000000000000004,0.068,0.005,0.00068,0.113,0.14800000000000002,0.006999999999999999,0.016,0.094,0.16,0.12300000000000001,0.295,9.0,0.524956884,4.0,0.156111885,1.0,7.906725069,3.0,70.13059185,4.0,0.032,2.0,0.0856696975031844,1.0,No,No,No,False,1.0,,,,
yes,NORTH CAROLINA,Ascend Leadership Academy: Lee County,3700438,283 Harvey Faulk Road,,Sanford,NC,27332.0,,Yes,7.0,Independent charter district,,41.0,4,Rural,South,South Atlantic,35.434482,-79.12533,,,10.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,547.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,2023 CSBP grant
no,CALIFORNIA,Big Sur Unified,600031,69325 Highway 1,,Big Sur,CA,93920.0,http://bigsurunified.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,West,Pacific,35.919829,-121.466084,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,19.0,1.0,0.0,0.7368421052631579,51250.0,0.457,0.934,0.934,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.055,0.01,0.01,0.055,0.225,9.0,0.383939581,4.0,0.294543773,3.0,4.702032454,1.0,56.11421327,2.0,,,0.0930652332361516,2.0,No,Yes,Yes,False,1.0,,,,
no,CALIFORNIA,Redondo Beach Unified,600032,1401 Inglewood Ave.,,Redondo Beach,CA,90278.0,http://www.rbusd.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,West,Pacific,33.867565,-118.361754,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,9541.0,14.0,0.0,0.15721622471439053,123874.0,0.051,0.657,0.758,0.031,0.052000000000000005,0.002,0.0005200000000000001,0.152,0.2,0.003,0.006999999999999999,0.045,0.087,0.11,0.163,9.0,0.42472509,4.0,0.108681304,1.0,9.784464481,4.0,56.67364011,2.0,0.015,1.0,0.0708774476460627,1.0,No,No,No,False,1.0,,,,
no,CALIFORNIA,Dos Palos Oro Loma Joint Unified,600033,2041 Almond St.,,Dos Palos,CA,93620.0,http://www.dpol.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,West,Pacific,36.984735,-120.62877,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2283.0,7.0,0.0,0.891371003066141,49476.0,0.16399999999999998,0.524,0.608,0.028999999999999998,0.052000000000000005,0.017,0.0005200000000000001,0.005,0.016,0.0,0.002,0.336,0.382,0.09,0.723,9.0,0.831836933,4.0,0.482310119,4.0,7.010389913,2.0,65.0130774,4.0,0.006999999999999999,1.0,0.103281240768094,3.0,No,Yes,Yes,True,1.0,,,,
no,CALIFORNIA,Windsor Unified,600034,9291 Old Redwood Hwy. Bldg. 500,,Windsor,CA,95492.0,http://www.wusd.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,West,Pacific,38.550736,-122.815596,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,4634.0,8.0,0.0,0.5099266292619767,122800.0,0.04,0.7020000000000001,0.772,0.011000000000000001,0.017,0.039,0.00017,0.028999999999999998,0.049,0.003,0.011000000000000001,0.141,0.187,0.075,0.305,9.0,0.35741316,4.0,0.151049609,1.0,6.152857794,1.0,50.50895994,1.0,0.077,3.0,0.0953762415213178,2.0,No,No,No,False,1.0,,,,
no,CALIFORNIA,Farmersville Unified,600035,571 E. Citrus,,Farmersville,CA,93223.0,http://www.farmersville.k12.ca.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,22.0,2,Suburban,West,Pacific,36.307446,-119.202406,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2451.0,6.0,0.0,0.8490412076703386,45349.0,0.248,0.40399999999999997,0.598,0.006999999999999999,0.012,0.005,0.00012,0.003,0.003,0.001,0.001,0.384,0.579,0.19699999999999998,0.89,9.0,0.784580934,4.0,0.554638516,4.0,10.61502484,4.0,76.23331706,4.0,0.040999999999999995,2.0,0.10235185951634801,3.0,No,Yes,Yes,True,1.0,,,,2022 CSBP rebate
yes,OREGON,Ashland SD 5,4101560,885 Siskiyou Blvd,,Ashland,OR,97520.0,http://www.ashland.k12.or.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,22.0,2,Suburban,West,Pacific,42.190248,-122.700688,21.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.047619047619047616,,,,,,,,,No,2568.0,6.0,0.6666666666666666,0.30646417445482865,63833.0,0.16399999999999998,0.89,0.9520000000000001,0.009000000000000001,0.018000000000000002,0.003,0.00018,0.017,0.033,0.006,0.006999999999999999,0.012,0.039,0.063,0.09300000000000001,10.0,0.181907679,3.0,0.303926931,3.0,6.861659656,2.0,57.47745707,2.0,0.031,2.0,0.102296889580093,3.0,No,No,No,False,1.0,,,,
yes,COLORADO,Aspen Country Day School,209228,85 COUNTRY DAY WAY,,ASPEN,CO,81611.0,http://aspencountryday.org,No,,Non-LEA (private school),,41.0,4,Rural,West,Mountain,39.1778034,-106.8417947,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,299.0,,,,,,0.802675585284281,,0.0033444816053511705,,0.0,,0.0033444816053511705,,0.0,,,,0.023411371237458192,0.033444816053511704,8.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
no,CALIFORNIA,Mattole Unified,600038,29289 Chambers Rd.,,Petrolia,CA,95558.0,http://sites.google.com/site/mattoleunified/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,West,Pacific,40.321832,-124.285692,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,34.0,3.0,0.0,0.08823529411764706,37917.0,0.34600000000000003,0.828,0.865,0.017,0.017,0.067,0.00017,0.025,0.057,0.0,0.0,0.027000000000000003,0.027000000000000003,0.037000000000000005,0.075,9.0,0.202813353,3.0,0.390510183,4.0,5.420724325,1.0,43.53711516,1.0,,,0.099,3.0,No,Yes,Yes,False,1.0,,,,
no,CALIFORNIA,Delhi Unified,600039,9716 Hinton Ave.,,Delhi,CA,95315.0,http://www.delhi.k12.ca.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,23.0,2,Suburban,West,Pacific,37.429955,-120.778722,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2392.0,5.0,0.0,0.8164715719063546,66954.0,0.13699999999999998,0.304,0.373,0.0,0.001,0.002,1e-05,0.042,0.055,0.0,0.001,0.579,0.632,0.073,0.76,9.0,0.68840113,4.0,0.389932121,4.0,9.347196209,4.0,71.51533731,4.0,0.028999999999999998,1.0,0.100010243277848,3.0,No,No,Yes,True,1.0,,,,2023 CSBP grant
no,CALIFORNIA,Riverdale Joint Unified,600040,3160 W. Mt. Whitney Ave.,,Riverdale,CA,93656.0,http://www.rjusd.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,31.0,3,Town,West,Pacific,36.431409,-119.856922,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1469.0,4.0,0.0,0.865214431586113,55469.0,0.225,0.483,0.5529999999999999,0.0,0.0,0.003,0.0,0.022000000000000002,0.031,0.0,0.002,0.423,0.46,0.07,0.746,9.0,0.732256731,4.0,0.507439773,4.0,9.617845035,4.0,69.35770019,4.0,0.032,2.0,0.105984373940749,4.0,No,Yes,Yes,True,1.0,,,,
